-2.000  .1000E+03  .1000E+03  .1000E+03  .1000E+03  .1000E+03  .1000E+03
-1.950  .8913E+02  .8913E+02  .8913E+02  .8913E+02  .8913E+02  .8913E+02
-1.900  .7943E+02  .7943E+02  .7943E+02  .7943E+02  .7943E+02  .7943E+02
-1.850  .7079E+02  .7079E+02  .7079E+02  .7079E+02  .7079E+02  .7079E+02
-1.800  .6310E+02  .6310E+02  .6310E+02  .6310E+02  .6310E+02  .6310E+02
-1.750  .5623E+02  .5623E+02  .5623E+02  .5623E+02  .5623E+02  .5623E+02
-1.700  .5012E+02  .5012E+02  .5012E+02  .5012E+02  .5012E+02  .5012E+02
-1.650  .4467E+02  .4467E+02  .4467E+02  .4467E+02  .4467E+02  .4467E+02
-1.600  .3981E+02  .3981E+02  .3981E+02  .3981E+02  .3981E+02  .3981E+02
-1.550  .3548E+02  .3548E+02  .3548E+02  .3548E+02  .3548E+02  .3548E+02
-1.500  .3162E+02  .3162E+02  .3162E+02  .3162E+02  .3162E+02  .3162E+02
-1.450  .2818E+02  .2818E+02  .2818E+02  .2818E+02  .2818E+02  .2818E+02
-1.400  .2512E+02  .2512E+02  .2512E+02  .2512E+02  .2512E+02  .2512E+02
-1.350  .2239E+02  .2239E+02  .2239E+02  .2239E+02  .2239E+02  .2239E+02
-1.300  .1995E+02  .1995E+02  .1995E+02  .1995E+02  .1995E+02  .1995E+02
-1.250  .1778E+02  .1778E+02  .1778E+02  .1778E+02  .1778E+02  .1778E+02
-1.200  .1585E+02  .1585E+02  .1585E+02  .1585E+02  .1585E+02  .1585E+02
-1.150  .1413E+02  .1413E+02  .1413E+02  .1413E+02  .1413E+02  .1413E+02
-1.100  .1259E+02  .1259E+02  .1259E+02  .1259E+02  .1259E+02  .1259E+02
-1.050  .1122E+02  .1122E+02  .1122E+02  .1122E+02  .1122E+02  .1122E+02
-1.000  .1000E+02  .1000E+02  .1000E+02  .1000E+02  .1000E+02  .1000E+02
-0.950  .8913E+01  .8913E+01  .8913E+01  .8913E+01  .8913E+01  .8913E+01
-0.900  .7943E+01  .7943E+01  .7943E+01  .7943E+01  .7943E+01  .7943E+01
-0.850  .7079E+01  .7079E+01  .7079E+01  .7079E+01  .7079E+01  .7079E+01
-0.800  .6310E+01  .6310E+01  .6310E+01  .6310E+01  .6310E+01  .6310E+01
-0.750  .5623E+01  .5623E+01  .5623E+01  .5623E+01  .5623E+01  .5623E+01
-0.700  .5012E+01  .5012E+01  .5012E+01  .5012E+01  .5012E+01  .5012E+01
