0.05 25.00 0.00 -1.00
0.05 25.00 0.00 0.00
0.05 25.00 1.00 -1.00
0.05 25.00 1.00 0.00
0.05 30.00 0.00 -1.00
0.05 30.00 0.00 0.00
0.05 30.00 1.00 -1.00
0.05 30.00 1.00 0.00
0.05 35.00 0.00 -1.00
0.05 35.00 0.00 0.00
0.05 35.00 1.00 -1.00
0.05 35.00 1.00 0.00
0.05 40.00 0.00 -1.00
0.05 40.00 0.00 0.00
0.05 40.00 1.00 -1.00
0.05 40.00 1.00 0.00
0.05 45.00 0.00 -1.00
0.05 45.00 0.00 0.00
0.05 45.00 1.00 -1.00
0.05 45.00 1.00 0.00
0.05 50.00 0.00 -1.00
0.05 50.00 0.00 0.00
0.05 50.00 1.00 -1.00
0.05 50.00 1.00 0.00
0.05 55.00 0.00 -1.00
0.05 55.00 0.00 0.00
0.05 55.00 1.00 -1.00
0.05 55.00 1.00 0.00
0.05 60.00 0.00 -1.00
0.05 60.00 0.00 0.00
0.05 60.00 1.00 -1.00
0.05 60.00 1.00 0.00
0.05 65.00 0.00 -1.00
0.05 65.00 0.00 0.00
0.05 65.00 1.00 -1.00
0.05 65.00 1.00 0.00
0.05 70.00 0.00 -1.00
0.05 70.00 0.00 0.00
0.05 70.00 1.00 -1.00
0.05 70.00 1.00 0.00
0.05 75.00 0.00 -1.00
0.05 75.00 0.00 0.00
0.05 75.00 1.00 -1.00
0.05 75.00 1.00 0.00
0.10 25.00 0.00 -1.00
0.10 25.00 0.00 0.00
0.10 25.00 1.00 -1.00
0.10 25.00 1.00 0.00
0.10 30.00 0.00 -1.00
0.10 30.00 0.00 0.00
0.10 30.00 1.00 -1.00
0.10 30.00 1.00 0.00
0.10 35.00 0.00 -1.00
0.10 35.00 0.00 0.00
0.10 35.00 1.00 -1.00
0.10 35.00 1.00 0.00
0.10 40.00 0.00 -1.00
0.10 40.00 0.00 0.00
0.10 40.00 1.00 -1.00
0.10 40.00 1.00 0.00
0.10 45.00 0.00 -1.00
0.10 45.00 0.00 0.00
0.10 45.00 1.00 -1.00
0.10 45.00 1.00 0.00
0.10 50.00 0.00 -1.00
0.10 50.00 0.00 0.00
0.10 50.00 1.00 -1.00
0.10 50.00 1.00 0.00
0.10 55.00 0.00 -1.00
0.10 55.00 0.00 0.00
0.10 55.00 1.00 -1.00
0.10 55.00 1.00 0.00
0.10 60.00 0.00 -1.00
0.10 60.00 0.00 0.00
0.10 60.00 1.00 -1.00
0.10 60.00 1.00 0.00
0.10 65.00 0.00 -1.00
0.10 65.00 0.00 0.00
0.10 65.00 1.00 -1.00
0.10 65.00 1.00 0.00
0.10 70.00 0.00 -1.00
0.10 70.00 0.00 0.00
0.10 70.00 1.00 -1.00
0.10 70.00 1.00 0.00
0.10 75.00 0.00 -1.00
0.10 75.00 0.00 0.00
0.10 75.00 1.00 -1.00
0.10 75.00 1.00 0.00
0.15 25.00 0.00 -1.00
0.15 25.00 0.00 0.00
0.15 25.00 1.00 -1.00
0.15 25.00 1.00 0.00
0.15 30.00 0.00 -1.00
0.15 30.00 0.00 0.00
0.15 30.00 1.00 -1.00
0.15 30.00 1.00 0.00
0.15 35.00 0.00 -1.00
0.15 35.00 0.00 0.00
0.15 35.00 1.00 -1.00
0.15 35.00 1.00 0.00
0.15 40.00 0.00 -1.00
0.15 40.00 0.00 0.00
0.15 40.00 1.00 -1.00
0.15 40.00 1.00 0.00
0.15 45.00 0.00 -1.00
0.15 45.00 0.00 0.00
0.15 45.00 1.00 -1.00
0.15 45.00 1.00 0.00
0.15 50.00 0.00 -1.00
0.15 50.00 0.00 0.00
0.15 50.00 1.00 -1.00
0.15 50.00 1.00 0.00
0.15 55.00 0.00 -1.00
0.15 55.00 0.00 0.00
0.15 55.00 1.00 -1.00
0.15 55.00 1.00 0.00
0.15 60.00 0.00 -1.00
0.15 60.00 0.00 0.00
0.15 60.00 1.00 -1.00
0.15 60.00 1.00 0.00
0.15 65.00 0.00 -1.00
0.15 65.00 0.00 0.00
0.15 65.00 1.00 -1.00
0.15 65.00 1.00 0.00
0.15 70.00 0.00 -1.00
0.15 70.00 0.00 0.00
0.15 70.00 1.00 -1.00
0.15 70.00 1.00 0.00
0.15 75.00 0.00 -1.00
0.15 75.00 0.00 0.00
0.15 75.00 1.00 -1.00
0.15 75.00 1.00 0.00
0.20 25.00 0.00 -1.00
0.20 25.00 0.00 0.00
0.20 25.00 1.00 -1.00
0.20 25.00 1.00 0.00
0.20 30.00 0.00 -1.00
0.20 30.00 0.00 0.00
0.20 30.00 1.00 -1.00
0.20 30.00 1.00 0.00
0.20 35.00 0.00 -1.00
0.20 35.00 0.00 0.00
0.20 35.00 1.00 -1.00
0.20 35.00 1.00 0.00
0.20 40.00 0.00 -1.00
0.20 40.00 0.00 0.00
0.20 40.00 1.00 -1.00
0.20 40.00 1.00 0.00
0.20 45.00 0.00 -1.00
0.20 45.00 0.00 0.00
0.20 45.00 1.00 -1.00
0.20 45.00 1.00 0.00
0.20 50.00 0.00 -1.00
0.20 50.00 0.00 0.00
0.20 50.00 1.00 -1.00
0.20 50.00 1.00 0.00
0.20 55.00 0.00 -1.00
0.20 55.00 0.00 0.00
0.20 55.00 1.00 -1.00
0.20 55.00 1.00 0.00
0.20 60.00 0.00 -1.00
0.20 60.00 0.00 0.00
0.20 60.00 1.00 -1.00
0.20 60.00 1.00 0.00
0.20 65.00 0.00 -1.00
0.20 65.00 0.00 0.00
0.20 65.00 1.00 -1.00
0.20 65.00 1.00 0.00
0.20 70.00 0.00 -1.00
0.20 70.00 0.00 0.00
0.20 70.00 1.00 -1.00
