energy(#anu_qe_sk2)<
@energy = {0,24,0.9474,0.1658,0.0002,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0526,0.7978,0.2064,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0000,0.0359,0.7404,0.2218,0.0059,0.0002,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0000,0.0004,0.0516,0.7067,0.2285,0.0108,0.0016,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0000,0.0000,0.0011,0.0668,0.6798,0.2401,0.0145,0.0031,0.0000,0.0006,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0000,0.0000,0.0001,0.0023,0.0822,0.6495,0.2395,0.0147,0.0056,0.0029,0.0006,0.0006,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0000,0.0000,0.0001,0.0002,0.0032,0.0938,0.6362,0.2663,0.0169,0.0041,0.0019,0.0000,0.0017,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0003,0.0048,0.0996,0.6090,0.2762,0.0153,0.0065,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0065,0.0996,0.5974,0.2938,0.0188,0.0017,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0016,0.0051,0.0974,0.5617,0.1347,0.0045,0.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.0005,0.0007,0.0065,0.1193,0.7747,0.1429,0.0110,0.0074,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0000,0.0012,0.0615,0.7864,0.1723,0.0149,0.0018,0.0094,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0006,0.0010,0.0611,0.7470,0.2017,0.0175,0.0117,0.0020,0.0032,0.0000,0.0076,0.0000,0.0000,0.0000,0.0000,0.0000}:
