energy(#nc_sk2)<
@energy = {0,24,0.6667,0.3875,0.1611,0.1134,0.0946,0.0874,0.0867,0.0758,0.0663,0.0650,0.0651,0.0552,0.0575,0.0501,0.0513,0.0427,0.0486,0.0393,0.0297,0.0319,0.0157,0.0258,0.0175,0.0134,0.0096}:
{0,24,0.0000,0.6025,0.7455,0.6081,0.4489,0.3517,0.3036,0.2775,0.2321,0.2150,0.1974,0.1682,0.1397,0.1502,0.1153,0.1372,0.1089,0.0997,0.0851,0.0755,0.0805,0.0636,0.0596,0.0419,0.0287}:
{0,24,0.0000,0.0025,0.0892,0.2314,0.2725,0.2740,0.2362,0.1961,0.1766,0.1781,0.1525,0.1488,0.1228,0.1182,0.1069,0.0843,0.0836,0.0825,0.0608,0.0705,0.0604,0.0576,0.0439,0.0285,0.0255}:
{0,24,0.0000,0.0025,0.0024,0.0437,0.1411,0.1613,0.1676,0.1636,0.1534,0.1373,0.1399,0.1260,0.1274,0.1121,0.1153,0.0996,0.0918,0.0786,0.0770,0.0587,0.0492,0.0507,0.0439,0.0201,0.0318}:
{0,24,0.0000,0.0000,0.0000,0.0017,0.0338,0.0916,0.1118,0.1186,0.1262,0.1345,0.1208,0.1084,0.1125,0.0988,0.1044,0.0925,0.0815,0.0671,0.0595,0.0772,0.0738,0.0439,0.0263,0.0385,0.0159}:
{0,24,0.0000,0.0000,0.0006,0.0008,0.0051,0.0279,0.0620,0.0861,0.1014,0.1042,0.0939,0.0940,0.0914,0.0948,0.0859,0.0732,0.0719,0.0614,0.0581,0.0419,0.0336,0.0370,0.0404,0.0235,0.0287}:
{0,24,0.0000,0.0000,0.0000,0.0004,0.0015,0.0030,0.0226,0.0471,0.0688,0.0722,0.0823,0.0818,0.0770,0.0708,0.0749,0.0742,0.0630,0.0527,0.0581,0.0570,0.0470,0.0370,0.0386,0.0218,0.0255}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0007,0.0008,0.0041,0.0197,0.0465,0.0507,0.0568,0.0727,0.0817,0.0581,0.0614,0.0518,0.0534,0.0575,0.0446,0.0336,0.0492,0.0353,0.0368,0.0251,0.0255}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0016,0.0064,0.0129,0.0276,0.0452,0.0464,0.0519,0.0547,0.0539,0.0467,0.0507,0.0374,0.0365,0.0403,0.0559,0.0396,0.0404,0.0184,0.0255}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0008,0.0009,0.0064,0.0055,0.0253,0.0369,0.0308,0.0567,0.0379,0.0488,0.0363,0.0508,0.0284,0.0403,0.0358,0.0275,0.0246,0.0318,0.0159}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0008,0.0039,0.0045,0.0039,0.0159,0.0457,0.0647,0.0694,0.0791,0.0783,0.0870,0.0920,0.0784,0.0738,0.0738,0.0636,0.0509,0.0469,0.0223}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0004,0.0008,0.0000,0.0026,0.0000,0.0028,0.0022,0.0107,0.0339,0.0327,0.0513,0.0671,0.0767,0.0729,0.0689,0.0872,0.0761,0.0714,0.0526,0.0369,0.0287}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0004,0.0000,0.0017,0.0011,0.0015,0.0067,0.0254,0.0387,0.0498,0.0616,0.0451,0.0635,0.0453,0.0336,0.0456,0.0421,0.0452,0.0223}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0009,0.0000,0.0000,0.0008,0.0004,0.0005,0.0047,0.0160,0.0274,0.0329,0.0537,0.0662,0.0419,0.0694,0.0525,0.0368,0.0318,0.0255}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0015,0.0006,0.0000,0.0011,0.0000,0.0007,0.0000,0.0193,0.0274,0.0384,0.0541,0.0570,0.0403,0.0396,0.0368,0.0151,0.0318}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0004,0.0000,0.0000,0.0008,0.0000,0.0164,0.0336,0.0419,0.0453,0.0470,0.0361,0.0333,0.0452,0.0159}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0006,0.0000,0.0004,0.0000,0.0000,0.0025,0.0020,0.0055,0.0249,0.0392,0.0654,0.0403,0.0619,0.0614,0.0536,0.0414}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0008,0.0010,0.0007,0.0058,0.0284,0.0403,0.0604,0.0765,0.0509,0.0536,0.0446}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0005,0.0008,0.0005,0.0000,0.0008,0.0000,0.0000,0.0010,0.0108,0.0101,0.0358,0.0439,0.0404,0.0603,0.0191}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0027,0.0034,0.0134,0.0387,0.0421,0.0335,0.0287}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0003,0.0000,0.0000,0.0007,0.0000,0.0020,0.0007,0.0000,0.0000,0.0000,0.0045,0.0198,0.0439,0.0369,0.0127}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0022,0.0301,0.1158,0.1591,0.1497}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0005,0.0000,0.0008,0.0010,0.0000,0.0010,0.0014,0.0000,0.0000,0.0009,0.0140,0.0687,0.0796}:
{0,24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0003,0.0000,0.0000,0.0007,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0022,0.0000,0.0018,0.0452,0.1911}:
{0,24,0.3333,0.0050,0.0012,0.0004,0.0015,0.0004,0.0012,0.0000,0.0005,0.0000,0.0000,0.0008,0.0005,0.0007,0.0017,0.0010,0.0014,0.0038,0.0041,0.0034,0.0000,0.0017,0.0053,0.0050,0.0541};
>
