--------- #anu_mu_dis ---------

0.5625	      68.597	
0.6875	     128.011	
0.8125	     184.844	
0.9375	     234.245	
 1.062	     287.981	
 1.188	     348.537	
 1.312	     401.063	
 1.438	     436.716	
 1.562	      463.95	
 1.688	     492.065	
 1.812	     519.679	
 1.938	      543.33	
 2.062	     565.285	
 2.188	     588.344	
 2.312	     610.309	
 2.438	     627.325	
 2.562	     638.644	
 2.688	     645.475	
 2.812	     647.727	
 2.938	     644.282	
 3.062	     635.455	
 3.188	     623.374	
 3.312	     609.941	
 3.438	     595.227	
 3.562	      577.86	
 3.688	     556.369	
 3.812	     530.046	
 3.938	     499.039	
 4.062	     464.165	
 4.188	     426.698	
 4.312	     388.142	
 4.438	     349.929	
 4.562	     313.176	
 4.688	     278.603	
 4.812	     246.586	
 4.938	     217.264	
 5.062	     190.622	
 5.188	     166.559	
 5.312	     144.934	
 5.438	     125.606	
 5.562	     108.469	
 5.688	     93.4395	
 5.812	     80.4423	
 5.938	     69.3855	
 6.062	     60.1435	
 6.188	     52.5544	
 6.312	     46.4274	
 6.438	     41.5562	
 6.562	      37.732	
 6.688	     34.7576	
 6.812	     32.4541	
 6.938	     30.6667	
 7.062	     29.2676	
 7.188	      28.155	
 7.312	     27.2508	
 7.438	     26.4991	
 7.562	     25.8604	
 7.688	     25.3077	
 7.812	      24.822	
 7.938	     24.3875	
     9	      304.24	
    11	     56.5766	
----------------------
Total:	     18276.4	
	
0.5625	       50.27	     14.4929	     10.8612	
0.6875	      55.176	     23.9834	     8.86068	
0.8125	     67.5283	     30.9923	     7.05709	
0.9375	     82.9684	     34.3552	     6.31065	
 1.062	     93.2267	     35.8794	     6.52825	
 1.188	     98.9698	     37.3497	     7.39813	
 1.312	      104.06	     38.6783	     8.47792	
 1.438	     108.823	     39.2663	     9.27202	
 1.562	     112.275	     39.4321	     9.51476	
 1.688	     115.495	     39.7962	     9.30216	
 1.812	     119.902	     40.3478	     8.90405	
 1.938	     124.806	     40.7456	     8.51656	
 2.062	     128.593	     40.9416	      8.2128	
 2.188	     130.945	     41.0633	      8.0247	
 2.312	     132.637	     41.0325	     7.97397	
 2.438	     133.987	     40.6539	     8.02904	
 2.562	     134.543	     39.9403	     8.10088	
 2.688	     134.044	     39.1216	     8.09157	
 2.812	     132.907	     38.3744	     7.95033	
 2.938	     131.644	     37.6775	     7.68763	
 3.062	     130.168	     36.9213	     7.34474	
 3.188	     127.785	     36.0638	     7.00381	
 3.312	     123.744	     35.1609	       6.736	
 3.438	     117.729	     34.2908	     6.53872	
 3.562	     109.986	     33.5062	     6.43345	
 3.688	     101.139	     32.8196	     6.40752	
 3.812	     91.9044	     32.2272	     6.44322	
 3.938	     82.8602	     31.7312	      6.5278	
 4.062	     74.3359	      31.353	     6.65493	
 4.188	     66.4377	     31.1306	     6.82025	
 4.312	     59.1499	     31.1014	     7.01622	
 4.438	     52.4343	     31.2785	     7.22994	
 4.562	     46.2764	     31.6336	      7.4441	
 4.688	      40.683	     32.0992	     7.63999	
 4.812	     35.6597	     32.5858	     7.80063	
 4.938	     31.1983	     33.0049	     7.91333	
 5.062	     27.2761	     33.2878	     7.97123	
 5.188	     23.8639	     33.3952	     7.97398	
 5.312	     20.9302	      33.318	     7.92759	
 5.438	     18.4429	     33.0731	     7.84334	
 5.562	     16.3669	      32.696	     7.73605	
 5.688	     14.6632	     32.2324	     7.62161	
 5.812	     13.2866	     31.7293	     7.51404	
 5.938	     12.1864	     31.2269	     7.42316	
 6.062	     11.3067	     30.7525	     7.35282	
 6.188	     10.5887	     30.3179	     7.30035	
 6.312	     9.97445	     29.9201	     7.25731	
 6.438	     9.41087	     29.5448	     7.21097	
 6.562	     8.85437	     29.1722	     7.14671	
 6.688	     8.27397	     28.7819	     7.05023	
 6.812	     7.65309	     28.3572	     6.90971	
 6.938	     6.98932	     27.8873	     6.71741	
 7.062	     6.29232	     27.3678	     6.47035	
 7.188	     5.58073	     26.8001	     6.17045	
 7.312	     4.87815	     26.1903	     5.82395	
 7.438	     4.20952	     25.5479	     5.44043	
 7.562	     3.59755	     24.8849	     5.03166	
 7.688	     3.06055	      24.214	      4.6104	
 7.812	     2.61082	      23.549	     4.18925	
 7.938	     2.25427	     22.9023	     3.77983	
     9	     30.6304	     298.364	      30.497	
    11	     11.5993	     118.365	     19.6713	
------------------------------------------------------
Total:	     3779.07	     2374.91	      487.67	

